,School_ID,NAME_OF_SCHOOL,ZIP_Code,"Elementary, Middle, or High School",HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE,Environment_Icon,Environment_Score,Instruction_Icon,Instruction_Score,Leaders_Icon,Leaders_Score,Teachers_Icon,Teachers_Score,Parent_Engagement_Icon,Parent_Engagement_Score,AVERAGE_STUDENT_ATTENDANCE,Rate_of_Misconducts__per_100_students_,Average_Teacher_Attendance,Graduation_Rate__,College_Enrollment_Rate__,COMMUNITY_AREA_NUMBER_S,COMMUNITY_AREA_NAME,CA,PERCENT_OF_HOUSING_CROWDED,PERCENT_HOUSEHOLDS_BELOW_POVERTY,PERCENT_AGED_16__UNEMPLOYED,PERCENT_AGED_25__WITHOUT_HIGH_SCHOOL_DIPLOMA,PERCENT_AGED_UNDER_18_OR_OVER_64,PER_CAPITA_INCOME,HARDSHIP_INDEX,ARRESTED_CASES,COMMUNITY_AREA_NUMBER
88,610077,Donald Morrill Math & Science Elementary School,60629,ES,No,Weak,28.0,Weak,32.0,Weak,39.0,Weak,35,Weak,32,Weak,44,93.40%,19.6,94.80%,NDA,NDA,66,CHICAGO LAWN,66,7.6,27.9,17.1,31.2,40.6,13231,80,6.0,66
89,610533,Dr Jorge Prieto Math and Science,60639,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,52,94.70%,7.0,96.90%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
90,610266,Dumas Technology Academy,60637,ES,No,Very Weak,19.0,Weak,25.0,Average,49.0,Weak,NDA,NDA,NDA,Average,48,92.50%,38.4,95.60%,NDA,NDA,42,WOODLAWN,42,2.9,30.7,23.4,16.5,36.1,18672,58,4.0,42
91,610188,Dunne Technology Academy,60628,ES,No,Average,46.0,Strong,65.0,Strong,71.0,Weak,51,Average,59,Average,49,94.60%,22.8,96.40%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
92,610352,Durkin Park Elementary School,60652,ES,No,Strong,61.0,Average,57.0,Average,58.0,Weak,88,Strong,74,Average,53,95.40%,0.7,95.80%,NDA,NDA,70,ASHBURN,70,4.0,10.4,11.7,17.7,36.9,23482,37,4.0,70
93,610254,Dvorak Technology Academy,60623,ES,No,Average,46.0,Strong,66.0,Strong,69.0,Weak,4,Very Weak,13,NDA,NDA,94.20%,4.4,95.40%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
94,609815,Edward A Bouchet Math & Science Academy Elementary School,60649,ES,No,Weak,33.0,Average,55.0,Average,50.0,Weak,53,Average,58,Average,50,92.90%,28.0,95.90%,NDA,NDA,43,SOUTH SHORE,43,2.8,31.1,20.0,14.0,35.7,19398,55,2.0,43
95,609881,Edward C Delano Elementary School,60624,ES,No,Weak,38.0,Strong,66.0,Average,52.0,Weak,63,Strong,79,Strong,55,93.40%,20.3,94.70%,NDA,NDA,26,WEST GARFIELD PARK,26,9.4,41.7,25.8,24.5,43.6,10934,92,4.0,26
96,609862,Edward Coles Elementary Language Academy,60617,ES,No,Weak,22.0,Average,40.0,Average,54.0,Weak,52,Average,53,Average,50,95.10%,24.9,95.00%,NDA,NDA,46,SOUTH CHICAGO,46,4.7,29.8,19.7,26.6,41.1,16579,75,3.0,46
97,609909,Edward Everett Elementary School,60608,ES,No,NDA,,NDA,,NDA,,Weak,47,Average,45,NDA,NDA,95.30%,2.4,97.70%,NDA,NDA,59,MCKINLEY PARK,59,7.2,18.7,13.4,32.9,35.6,16954,61,1.0,59
98,610012,Edward Jenner Elementary Academy of the Arts,60610,ES,No,Average,50.0,Strong,62.0,Average,41.0,Weak,20,Weak,26,Average,49,88.90%,16.0,94.80%,NDA,NDA,8,NEAR NORTH SIDE,8,1.9,12.9,7.0,2.5,22.6,88669,1,8.0,8
99,609904,Edward K Ellington Elementary School,60644,ES,No,Weak,30.0,Weak,37.0,Average,55.0,Weak,NDA,NDA,NDA,Average,49,93.30%,17.4,97.30%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
100,610006,Edward N Hurley Elementary School,60629,ES,No,Strong,77.0,Average,50.0,Average,49.0,Weak,43,Average,54,Average,49,95.40%,12.2,94.90%,NDA,NDA,65,WEST LAWN,65,5.8,14.9,9.6,33.6,39.6,16907,56,2.0,65
101,609735,Edward Tilden Career Community Academy High School,60609,HS,No,Weak,34.0,Average,45.0,Weak,37.0,Weak,54,Weak,35,Average,51,78.40%,13.0,95.20%,41.1,37,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
102,610315,Edward White Elementary Career Academy,60643,ES,No,Weak,27.0,Average,44.0,Average,48.0,Weak,NDA,NDA,NDA,Average,51,93.80%,31.0,96.70%,NDA,NDA,53,WEST PULLMAN,53,3.3,25.9,19.4,20.5,42.1,16563,62,1.0,53
103,609708,Edwin G Foreman High School,60641,HS,No,Weak,26.0,Weak,28.0,Weak,23.0,Weak,NDA,NDA,NDA,NDA,NDA,84.30%,10.3,94.80%,59.7,40.9,15,PORTAGE PARK,15,4.1,11.6,12.6,19.3,34.0,24336,35,1.0,15
104,609913,Elaine O Goodlow Elementary Magnet School,60636,ES,No,Average,44.0,Average,52.0,Average,56.0,Weak,35,Weak,28,Weak,46,91.60%,47.5,96.00%,NDA,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
105,610233,Elihu Yale Elementary School,60621,ES,No,Weak,29.0,Average,43.0,Average,50.0,Weak,NDA,NDA,NDA,Average,49,89.70%,67.2,97.00%,NDA,NDA,69,GREATER GRAND CROSSING,69,3.6,29.6,23.0,16.5,41.0,17285,66,4.0,69
106,610227,Eli Whitney Elementary School,60623,ES,Yes,Average,44.0,Average,49.0,Average,53.0,Weak,NDA,NDA,NDA,NDA,NDA,95.80%,11.6,95.20%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
107,610119,Elizabeth Peabody Elementary School,60622,ES,No,Average,51.0,Average,50.0,Strong,61.0,Weak,57,Average,55,Average,52,95.20%,7.6,97.00%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
108,609852,Eliza Chappell Elementary School,60625,ES,No,Strong,70.0,Average,53.0,Average,51.0,Weak,56,Average,48,Average,50,95.10%,2.9,96.70%,NDA,NDA,4,LINCOLN SQUARE,4,3.4,10.9,8.2,13.4,25.5,37524,17,1.0,4
109,610235,Ella Flagg Young Elementary School,60651,ES,No,Weak,31.0,Average,44.0,Average,50.0,Weak,NDA,NDA,NDA,Weak,44,94.30%,3.0,95.40%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
110,609682,Ellen H Richards Career Academy High School,60609,HS,No,Weak,30.0,Weak,32.0,Very Weak,19.0,Weak,42,Weak,34,Weak,43,90.60%,17.3,95.70%,57.3,43.1,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
111,610073,Ellen Mitchell Elementary School,60612,ES,No,Very Strong,99.0,Very Strong,95.0,Very Strong,95.0,Weak,81,Very Strong,90,Strong,56,95.50%,12.2,97.70%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
112,609712,Emil G Hirsch Metropolitan High School,60619,HS,No,Very Weak,13.0,Weak,28.0,Weak,28.0,Weak,52,Average,50,NDA,NDA,84.80%,47.1,95.40%,36.2,45.1,69,GREATER GRAND CROSSING,69,3.6,29.6,23.0,16.5,41.0,17285,66,4.0,69
113,609973,Emiliano Zapata Elementary Academy,60623,ES,No,Strong,60.0,Average,43.0,Average,42.0,Weak,73,Strong,79,Weak,46,96.60%,2.8,96.80%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
114,610065,Emmett Louis Till Math and Science Academy,60637,ES,No,Weak,31.0,Average,47.0,Average,40.0,Weak,49,Average,42,Average,47,88.00%,95.7,93.30%,NDA,NDA,42,WOODLAWN,42,2.9,30.7,23.4,16.5,36.1,18672,58,4.0,42
115,609916,Enrico Fermi Elementary School,60637,ES,No,Weak,30.0,Strong,65.0,Strong,63.0,Weak,42,Average,47,NDA,NDA,89.90%,101.2,95.40%,NDA,NDA,43,SOUTH SHORE,43,2.8,31.1,20.0,14.0,35.7,19398,55,2.0,43
116,610203,Enrico Tonti Elementary School,60629,ES,No,NDA,,NDA,,NDA,,Weak,47,Average,54,Average,49,95.80%,2.1,97.20%,NDA,NDA,63,GAGE PARK,63,15.8,23.4,18.2,51.5,38.8,12171,93,1.0,63
117,610543,Eric Solorio Academy High School,60632,HS,No,Strong,67.0,Average,53.0,Strong,63.0,Weak,62,Strong,64,Average,53,92.20%,3.0,0.00%,NDA,NDA,63,GAGE PARK,63,15.8,23.4,18.2,51.5,38.8,12171,93,1.0,63
118,610137,Ernst Prussing Elementary School,60630,ES,No,Strong,71.0,Average,49.0,Average,42.0,Weak,NDA,NDA,NDA,Weak,43,95.40%,23.4,96.00%,NDA,NDA,15,PORTAGE PARK,15,4.1,11.6,12.6,19.3,34.0,24336,35,1.0,15
119,609918,Eugene Field Elementary School,60626,ES,No,Average,42.0,Average,47.0,Weak,37.0,Weak,21,Very Weak,8,Weak,44,96.80%,10.0,96.70%,NDA,NDA,1,ROGERS PARK,1,7.7,23.6,8.7,18.2,27.5,23939,39,3.0,1
120,609874,Everett McKinley Dirksen Elementary School,60656,ES,No,Average,44.0,Very Weak,12.0,Very Weak,1.0,Weak,NDA,NDA,NDA,NDA,NDA,95.90%,2.7,96.20%,NDA,NDA,76,OHARE,76,3.6,15.4,7.1,10.9,30.3,25828,24,1.0,76
121,610319,Evergreen Academy Middle School,60609,MS,No,Strong,60.0,Average,47.0,Average,44.0,Weak,59,Strong,65,Weak,43,96.10%,5.5,97.40%,NDA,NDA,59,MCKINLEY PARK,59,7.2,18.7,13.4,32.9,35.6,16954,61,1.0,59
122,610057,Fairfield Elementary Academy,60629,ES,No,Weak,31.0,Average,41.0,Weak,34.0,Weak,45,Weak,25,NDA,NDA,93.40%,43.4,93.30%,NDA,NDA,66,CHICAGO LAWN,66,7.6,27.9,17.1,31.2,40.6,13231,80,6.0,66
123,610308,Wilma Rudolph Elementary Learning Center,60612,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Strong,57,80.00%,0.0,95.60%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
124,610120,Ferdinand Peck Elementary School,60629,ES,No,Average,51.0,Average,43.0,Average,47.0,Weak,32,Weak,37,Weak,44,96.30%,1.2,97.20%,NDA,NDA,62,WEST ELSDON,62,11.1,15.6,16.7,37.0,37.7,15754,69,1.0,62
125,610096,Florence Nightingale Elementary School,60632,ES,No,Weak,35.0,Average,40.0,Average,48.0,Weak,68,Strong,72,Average,48,95.60%,9.4,95.80%,NDA,NDA,63,GAGE PARK,63,15.8,23.4,18.2,51.5,38.8,12171,93,1.0,63
126,609927,Foster Park Elementary School,60620,ES,No,Very Weak,11.0,Weak,20.0,Weak,22.0,Weak,50,Average,46,Weak,46,93.70%,33.6,94.70%,NDA,NDA,71,AUBURN GRESHAM,71,4.0,27.6,28.3,18.5,41.9,15528,74,3.0,71
127,610215,Francisco I Madero Middle School,60623,MS,Yes,Average,49.0,Average,48.0,Average,47.0,Weak,49,Weak,34,Average,47,95.10%,7.1,97.00%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
128,610067,Francis M McKay Elementary School,60629,ES,No,Weak,23.0,Weak,37.0,Average,54.0,Weak,67,Strong,61,Average,48,93.50%,9.1,95.10%,NDA,NDA,66,CHICAGO LAWN,66,7.6,27.9,17.1,31.2,40.6,13231,80,6.0,66
129,610114,Francis Parkman Elementary School,60609,ES,No,Weak,38.0,Average,45.0,Weak,39.0,Weak,20,Weak,28,NDA,NDA,90.60%,20.7,95.30%,NDA,NDA,37,FULLER PARK,37,3.2,51.2,33.9,26.6,44.9,10432,97,1.0,37
130,610020,Francis Scott Key Elementary School,60644,ES,No,Weak,37.0,Average,49.0,Strong,64.0,Weak,NDA,NDA,NDA,Weak,44,91.90%,39.6,94.00%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
131,610112,Francis W Parker Elementary Community Academy,60621,ES,No,Weak,30.0,Average,53.0,Average,57.0,Weak,NDA,NDA,NDA,Average,48,91.90%,39.0,94.90%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
132,609800,Frank I Bennett Elementary School,60628,ES,No,Average,46.0,Average,55.0,Strong,66.0,Weak,55,Average,56,Average,47,92.50%,6.5,95.90%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
133,609939,Frank L Gillespie Elementary School,60619,ES,No,Weak,27.0,Weak,30.0,Average,45.0,Weak,NDA,NDA,NDA,NDA,NDA,91.90%,2.1,96.30%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
134,609926,Franklin Elementary Fine Arts Center,60610,ES,No,Very Strong,87.0,Strong,60.0,Average,55.0,Weak,NDA,NDA,NDA,Strong,58,95.90%,5.6,95.30%,NDA,NDA,8,NEAR NORTH SIDE,8,1.9,12.9,7.0,2.5,22.6,88669,1,8.0,8
135,609958,Frank W Gunsaulus Elementary Scholastic Academy,60632,ES,No,Average,46.0,Weak,30.0,Average,45.0,Weak,34,Very Weak,14,Average,49,96.60%,87.3,96.00%,NDA,NDA,58,BRIGHTON PARK,58,14.4,23.6,13.9,45.1,39.3,13089,84,4.0,58
136,610165,Franz Peter Schubert Elementary School,60639,ES,No,NDA,,NDA,,NDA,,Weak,32,Weak,26,Average,47,95.80%,2.1,97.00%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
137,610503,Frazier Prospective IB Magnet Elementary School,60624,ES,No,Strong,60.0,Very Strong,84.0,Strong,72.0,Weak,42,Average,55,Strong,66,96.80%,7.2,96.60%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
138,609854,Frederic Chopin Elementary School,60622,ES,No,Very Strong,86.0,Very Strong,99.0,Very Strong,99.0,Weak,97,Very Strong,99,Average,49,96.90%,1.7,96.00%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
139,610245,Frederick A Douglass Academy High School,60644,HS,No,Average,44.0,Weak,39.0,Weak,37.0,Weak,NDA,NDA,NDA,Average,50,79.20%,28.0,94.70%,52.8,39.5,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
140,609930,Frederick Funston Elementary School,60647,ES,No,Very Weak,16.0,Very Weak,14.0,Very Weak,16.0,Weak,NDA,NDA,NDA,Weak,40,94.70%,16.8,95.40%,NDA,NDA,22,LOGAN SQUARE,22,3.2,16.8,8.2,14.8,26.2,31908,23,2.0,22
141,610010,Friedrich Ludwig Jahn Elementary School,60657,ES,No,Strong,72.0,Strong,60.0,Average,59.0,Weak,NDA,NDA,NDA,Average,50,94.70%,19.9,94.70%,NDA,NDA,5,NORTH CENTER,5,0.3,7.5,5.2,4.5,26.2,57123,6,2.0,5
142,609709,Gage Park High School,60629,HS,No,Very Weak,14.0,Weak,29.0,Weak,37.0,Weak,38,Weak,35,NDA,NDA,72.50%,19.5,94.00%,52.8,40.3,63,GAGE PARK,63,15.8,23.4,18.2,51.5,38.8,12171,93,1.0,63
143,610009,Galileo Math & Science Scholastic Academy Elementary School,60607,ES,No,Strong,65.0,Average,40.0,Average,42.0,Weak,56,Weak,33,Average,49,95.00%,3.1,97.00%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
144,610072,Garrett A Morgan Elementary School,60620,ES,No,Weak,28.0,Average,58.0,Average,55.0,Weak,46,Weak,36,Average,47,92.00%,10.0,94.80%,NDA,NDA,71,AUBURN GRESHAM,71,4.0,27.6,28.3,18.5,41.9,15528,74,3.0,71
145,610293,Genevieve Melody Elementary School,60624,ES,No,Strong,61.0,Strong,65.0,Strong,77.0,Weak,NDA,NDA,NDA,NDA,NDA,92.10%,26.0,96.00%,NDA,NDA,26,WEST GARFIELD PARK,26,9.4,41.7,25.8,24.5,43.6,10934,92,4.0,26
146,609779,George Armstrong International Studies Elementary School,60645,ES,No,Average,59.0,Average,59.0,Strong,64.0,Weak,53,Average,45,NDA,NDA,96.30%,8.1,96.30%,NDA,NDA,2,WEST RIDGE,2,7.8,17.2,8.8,20.8,38.5,23040,46,2.0,2
147,610305,George Leland Elementary School,60644,ES,No,NDA,,NDA,,NDA,,Weak,68,Strong,77,Strong,60,92.60%,3.3,94.90%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
148,610048,George Manierre Elementary School,60610,ES,No,Average,43.0,Average,49.0,Average,40.0,Weak,NDA,NDA,NDA,Weak,42,91.00%,44.0,94.80%,NDA,NDA,8,NEAR NORTH SIDE,8,1.9,12.9,7.0,2.5,22.6,88669,1,8.0,8
149,609795,George Rogers Clark Elementary School,60644,ES,No,Weak,39.0,Weak,32.0,Weak,36.0,Weak,NDA,NDA,NDA,Average,47,93.90%,14.4,96.40%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
150,609760,George Washington Carver Military Academy High School,60627,HS,No,Average,53.0,Weak,37.0,Weak,34.0,Weak,NDA,NDA,NDA,NDA,NDA,91.60%,8.9,96.40%,78.7,60.5,54,RIVERDALE,54,5.8,56.5,34.6,27.5,51.5,8201,98,1.0,54
151,609845,George Washington Carver Primary School,60827,ES,No,Weak,25.0,Weak,33.0,Weak,30.0,Weak,NDA,NDA,NDA,Average,52,90.90%,15.6,94.70%,NDA,NDA,54,RIVERDALE,54,5.8,56.5,34.6,27.5,51.5,8201,98,1.0,54
152,609900,George W Curtis Elementary School,60628,ES,No,Weak,23.0,Average,43.0,Average,58.0,Weak,NDA,NDA,NDA,Strong,68,93.80%,18.2,98.10%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
153,609693,George Westinghouse High School,60624,HS,No,Strong,74.0,Strong,77.0,Very Strong,80.0,Weak,86,Strong,71,Strong,54,93.60%,2.0,96.80%,NDA,NDA,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
154,610202,George W Tilton Elementary School,60624,ES,No,Very Weak,6.0,Weak,30.0,Average,41.0,Weak,25,Average,44,Average,51,91.40%,65.5,95.10%,NDA,NDA,26,WEST GARFIELD PARK,26,9.4,41.7,25.8,24.5,43.6,10934,92,4.0,26
155,609920,Gerald Delgado Kanoon Elementary Magnet School,60623,ES,No,Average,44.0,Average,48.0,Average,48.0,Weak,61,Average,43,Average,47,95.90%,3.3,95.60%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
156,610187,Graeme Stewart Elementary School,60640,ES,No,Average,49.0,Average,46.0,Average,57.0,Weak,NDA,NDA,NDA,Average,47,95.20%,77.0,96.10%,NDA,NDA,3,UPTOWN,3,3.8,24.0,8.9,11.8,22.2,35787,20,4.0,3
157,610285,Granville T Woods Math & Science Academy Elementary School,60636,ES,No,Weak,35.0,Average,43.0,Weak,31.0,Weak,NDA,NDA,NDA,Average,48,91.90%,41.5,95.20%,NDA,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
158,610383,Greater Lawndale High School For Social Justice,60623,HS,No,Average,43.0,Average,46.0,Average,44.0,Weak,81,Strong,65,Average,53,87.50%,16.4,95.10%,67,57.4,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
159,609857,Grover Cleveland Elementary School,60618,ES,No,Strong,64.0,Average,58.0,Average,47.0,Weak,51,Average,44,Average,49,95.00%,6.1,96.30%,NDA,NDA,16,IRVING PARK,16,6.3,13.1,10.0,22.4,31.6,27249,34,1.0,16
160,610241,Guglielmo Marconi Elementary Community Academy,60624,ES,No,Weak,26.0,Strong,65.0,Strong,76.0,Weak,NDA,NDA,NDA,Average,52,91.50%,58.8,96.50%,NDA,NDA,26,WEST GARFIELD PARK,26,9.4,41.7,25.8,24.5,43.6,10934,92,4.0,26
161,609741,Gurdon S Hubbard High School,60629,HS,No,Average,42.0,Weak,34.0,Weak,29.0,Weak,NDA,NDA,NDA,NDA,NDA,89.30%,4.3,96.40%,57.2,51.3,65,WEST LAWN,65,5.8,14.9,9.6,33.6,39.6,16907,56,2.0,65
162,609726,Gwendolyn Brooks College Preparatory Academy High School,60628,HS,No,Strong,64.0,Average,44.0,Average,49.0,Weak,NDA,NDA,NDA,Average,47,87.10%,0.1,95.20%,88.1,87.9,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
163,610068,Hanson Park Elementary School,60639,ES,No,Weak,35.0,Weak,34.0,Weak,33.0,Weak,NDA,NDA,NDA,Average,50,95.00%,24.4,94.90%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
164,610192,Harriet Beecher Stowe Elementary School,60647,ES,No,Weak,28.0,Weak,26.0,Weak,31.0,Weak,NDA,NDA,NDA,Weak,44,93.80%,13.7,94.70%,NDA,NDA,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
165,610158,Harriet E Sayre Elementary Language Academy,60707,ES,No,Strong,68.0,Average,41.0,Average,50.0,Weak,NDA,NDA,NDA,Weak,44,96.20%,2.6,96.60%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
166,609974,Hawthorne Elementary Scholastic Academy,60657,ES,Yes,Very Strong,92.0,Strong,61.0,Average,56.0,Weak,90,Very Strong,84,Strong,58,96.90%,1.2,96.50%,NDA,NDA,6,LAKE VIEW,6,1.1,11.4,4.7,2.6,17.0,60058,5,3.0,6
167,609985,Helen M Hefferan Elementary School,60624,ES,No,Weak,29.0,Weak,26.0,Strong,63.0,Weak,58,Average,52,Average,51,93.80%,13.4,95.90%,NDA,NDA,26,WEST GARFIELD PARK,26,9.4,41.7,25.8,24.5,43.6,10934,92,4.0,26
168,609972,Helge A Haugan Elementary School,60625,ES,No,Average,43.0,Average,57.0,Average,49.0,Weak,33,Weak,30,Weak,46,96.20%,23.4,94.60%,NDA,NDA,14,ALBANY PARK,14,11.3,19.2,10.0,32.9,32.0,21323,53,1.0,14
169,609856,Henry Clay Elementary School,60633,ES,No,Weak,38.0,Weak,30.0,Weak,30.0,Weak,24,Weak,31,NDA,NDA,95.20%,6.0,96.10%,NDA,NDA,55,HEGEWISCH,55,3.3,17.1,9.6,19.2,42.9,22677,44,1.0,55
170,610040,Henry D Lloyd Elementary School,60639,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,48,96.20%,0.0,97.20%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
171,610092,Henry H Nash Elementary School,60644,ES,No,Average,41.0,Strong,68.0,Strong,76.0,Weak,NDA,NDA,NDA,NDA,NDA,95.10%,27.9,95.80%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
172,610279,Henry O Tanner Elementary School,60619,ES,No,Weak,33.0,Average,42.0,Average,55.0,Weak,NDA,NDA,NDA,NDA,NDA,91.80%,43.1,95.60%,NDA,NDA,69,GREATER GRAND CROSSING,69,3.6,29.6,23.0,16.5,41.0,17285,66,4.0,69
173,609798,Hiram H Belding Elementary School,60641,ES,No,Strong,64.0,Strong,67.0,Strong,69.0,Weak,49,Average,51,Average,53,95.00%,21.3,96.20%,NDA,NDA,16,IRVING PARK,16,6.3,13.1,10.0,22.4,31.6,27249,34,1.0,16
174,609768,Hope College Preparatory High School,60621,HS,No,Weak,31.0,Weak,37.0,Average,44.0,Weak,56,Weak,35,NDA,NDA,72.20%,24.0,94.30%,55.2,58.2,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
175,609850,Horace Greeley Elementary School,60613,ES,No,Strong,65.0,Average,48.0,Weak,38.0,Weak,NDA,NDA,NDA,Average,52,95.90%,6.0,96.00%,NDA,NDA,6,LAKE VIEW,6,1.1,11.4,4.7,2.6,17.0,60058,5,3.0,6
176,610052,Horace Mann Elementary School,60617,ES,No,Weak,28.0,Weak,31.0,Weak,30.0,Weak,31,Weak,24,Weak,44,92.60%,44.4,94.50%,NDA,NDA,46,SOUTH CHICAGO,46,4.7,29.8,19.7,26.6,41.1,16579,75,3.0,46
177,610058,Horatio May Elementary Community Academy,60644,ES,No,Average,42.0,Average,47.0,Average,56.0,Weak,NDA,NDA,NDA,NDA,NDA,91.90%,40.0,96.40%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
178,609713,Hyde Park Academy High School,60637,HS,No,Weak,29.0,Weak,34.0,Average,43.0,Weak,35,Average,41,NDA,NDA,70.50%,18.5,94.20%,51.1,57.6,42,WOODLAWN,42,2.9,30.7,23.4,16.5,36.1,18672,58,4.0,42
179,610110,Ida B Wells Preparatory Elementary Academy,60653,ES,No,Average,49.0,Strong,64.0,Very Strong,93.0,Weak,NDA,NDA,NDA,NDA,NDA,93.20%,9.5,92.80%,NDA,NDA,35,DOUGLAS,35,1.8,29.6,18.2,14.3,30.7,23791,47,3.0,35
