,School_ID,NAME_OF_SCHOOL,ZIP_Code,"Elementary, Middle, or High School",HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE,Environment_Icon,Environment_Score,Instruction_Icon,Instruction_Score,Leaders_Icon,Leaders_Score,Teachers_Icon,Teachers_Score,Parent_Engagement_Icon,Parent_Engagement_Score,AVERAGE_STUDENT_ATTENDANCE,Rate_of_Misconducts__per_100_students_,Average_Teacher_Attendance,Graduation_Rate__,College_Enrollment_Rate__,COMMUNITY_AREA_NUMBER_S,COMMUNITY_AREA_NAME,CA,PERCENT_OF_HOUSING_CROWDED,PERCENT_HOUSEHOLDS_BELOW_POVERTY,PERCENT_AGED_16__UNEMPLOYED,PERCENT_AGED_25__WITHOUT_HIGH_SCHOOL_DIPLOMA,PERCENT_AGED_UNDER_18_OR_OVER_64,PER_CAPITA_INCOME,HARDSHIP_INDEX,ARRESTED_CASES,COMMUNITY_AREA_NUMBER
273,609738,Lincoln Park High School,60614,HS,No,Strong,65.0,Average,44.0,Average,49.0,Weak,45,Average,45,NDA,NDA,84.60%,9.2,96.00%,77.9,75.5,7,LINCOLN PARK,7,0.8,12.3,5.1,3.6,21.5,71551,2,3.0,7
274,609807,Lionel Hampton Fine & Performing Arts Elementary School,60652,ES,No,Average,42.0,Weak,34.0,Weak,28.0,Weak,NDA,NDA,NDA,Weak,46,95.00%,94.9,96.60%,NDA,NDA,70,ASHBURN,70,4.0,10.4,11.7,17.7,36.9,23482,37,4.0,70
275,609834,Little Village Elementary School,60623,ES,No,Average,45.0,Average,52.0,Strong,66.0,Weak,45,Average,43,Average,47,96.70%,3.2,96.70%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
276,609809,Lorenz Brentano Math & Science Academy Elementary School,60647,ES,No,Average,57.0,Average,43.0,Average,46.0,Weak,30,Weak,32,NDA,NDA,94.70%,9.2,97.70%,NDA,NDA,22,LOGAN SQUARE,22,3.2,16.8,8.2,14.8,26.2,31908,23,2.0,22
277,609773,Louis A Agassiz Elementary School,60657,ES,No,Average,53.0,Weak,23.0,Weak,21.0,Weak,NDA,NDA,NDA,Strong,56,95.20%,32.6,96.80%,NDA,NDA,6,LAKE VIEW,6,1.1,11.4,4.7,2.6,17.0,60058,5,3.0,6
278,609774,Louisa May Alcott Elementary School,60614,ES,No,NDA,,NDA,,NDA,,Weak,56,Average,57,Strong,60,96.60%,3.7,97.10%,NDA,NDA,7,LINCOLN PARK,7,0.8,12.3,5.1,3.6,21.5,71551,2,3.0,7
279,610156,Louis Armstrong Math & Science Elementary School,60644,ES,No,Average,42.0,Average,49.0,Strong,62.0,Weak,NDA,NDA,NDA,Strong,59,92.60%,83.4,97.90%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
280,610094,Louis Nettelhorst Elementary School,60657,ES,No,Average,58.0,Weak,34.0,Weak,30.0,Weak,NDA,NDA,NDA,NDA,NDA,95.50%,5.3,95.90%,NDA,NDA,6,LAKE VIEW,6,1.1,11.4,4.7,2.6,17.0,60058,5,3.0,6
281,610117,Louis Pasteur Elementary School,60629,ES,No,Average,50.0,Average,42.0,Weak,38.0,Weak,NDA,NDA,NDA,NDA,NDA,95.00%,5.0,95.80%,NDA,NDA,62,WEST ELSDON,62,11.1,15.6,16.7,37.0,37.7,15754,69,1.0,62
282,610237,Ludwig Van Beethoven Elementary School,60609,ES,No,Average,40.0,Average,58.0,Average,59.0,Weak,NDA,NDA,NDA,Weak,46,93.70%,11.4,94.70%,NDA,NDA,38,GRAND BOULEVARD,38,3.3,29.3,24.3,15.9,39.5,23472,57,2.0,38
283,610108,Luke O'Toole Elementary School,60636,ES,No,Very Weak,5.0,Weak,33.0,Average,40.0,Weak,NDA,NDA,NDA,Weak,45,89.20%,26.7,94.60%,NDA,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
284,609818,Luther Burbank Elementary School,60639,ES,No,Weak,37.0,Average,42.0,Weak,34.0,Weak,NDA,NDA,NDA,Average,47,95.20%,9.8,95.50%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
285,609817,Lyman A Budlong Elementary School,60625,ES,No,Average,59.0,Weak,33.0,Weak,38.0,Weak,44,Average,41,Average,50,95.40%,3.9,95.70%,NDA,NDA,4,LINCOLN SQUARE,4,3.4,10.9,8.2,13.4,25.5,37524,17,1.0,4
286,610369,Mahalia Jackson Elementary School,60620,ES,No,Weak,38.0,Average,54.0,Strong,66.0,Weak,NDA,NDA,NDA,Weak,46,92.50%,35.7,94.60%,NDA,NDA,71,AUBURN GRESHAM,71,4.0,27.6,28.3,18.5,41.9,15528,74,3.0,71
287,610197,Mancel Talcott Elementary School,60622,ES,No,Strong,63.0,Average,59.0,Strong,71.0,Weak,53,Average,55,Average,51,95.80%,3.2,96.90%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
288,609722,Manley Career Academy High School,60612,HS,No,Average,41.0,Average,43.0,Weak,31.0,Weak,19,Weak,32,NDA,NDA,66.80%,19.7,95.40%,49,51.9,27,EAST GARFIELD PARK,27,8.2,42.4,19.6,21.3,43.2,12961,83,3.0,27
289,609872,Manuel Perez Elementary School,60608,ES,Yes,Average,45.0,Average,42.0,Average,45.0,Weak,NDA,NDA,NDA,Average,52,95.90%,7.3,96.60%,NDA,NDA,31,LOWER WEST SIDE,31,9.6,25.8,15.8,40.7,32.6,16444,76,3.0,31
290,610544,Mariano Azuela Elementary School,60629,ES,No,Average,54.0,Strong,61.0,Very Strong,81.0,Weak,73,Very Strong,84,Average,47,95.50%,19.7,0.00%,NDA,NDA,65,WEST LAWN,65,5.8,14.9,9.6,33.6,39.6,16907,56,2.0,65
291,610017,Maria Saucedo Elementary Scholastic Academy,60623,ES,No,Strong,60.0,Average,55.0,Strong,64.0,Weak,NDA,NDA,NDA,Weak,43,96.80%,19.4,96.90%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
292,610502,Marine Military Math and Science Academy,60612,HS,No,Average,41.0,Weak,38.0,Weak,34.0,Weak,53,Weak,35,Strong,54,91.30%,4.5,95.30%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
293,610177,Mark Skinner Elementary School,60607,ES,No,Very Strong,87.0,Average,48.0,Average,53.0,Weak,NDA,NDA,NDA,NDA,NDA,97.10%,0.0,94.90%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
294,610206,Mark Twain Elementary School,60638,ES,No,Strong,67.0,Average,46.0,Average,44.0,Weak,84,Strong,71,Strong,60,96.30%,5.3,97.80%,NDA,NDA,56,GARFIELD RIDGE,56,2.6,8.8,11.3,19.3,38.1,26353,32,1.0,56
295,610053,Marquette Elementary School,60629,ES,No,Very Weak,15.0,Very Weak,17.0,Very Weak,17.0,Weak,NDA,NDA,NDA,Weak,43,93.10%,64.6,95.30%,NDA,NDA,66,CHICAGO LAWN,66,7.6,27.9,17.1,31.2,40.6,13231,80,6.0,66
296,610152,Martha Ruggles Elementary School,60619,ES,No,Average,43.0,Weak,37.0,Average,41.0,Weak,NDA,NDA,NDA,Average,48,93.90%,30.9,96.70%,NDA,NDA,69,GREATER GRAND CROSSING,69,3.6,29.6,23.0,16.5,41.0,17285,66,4.0,69
297,610154,Martin A Ryerson Elementary School,60624,ES,No,Average,40.0,Average,48.0,Average,43.0,Weak,41,Weak,37,Weak,45,95.50%,95.1,96.80%,NDA,NDA,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
298,610539,Marvin Camras Elementary School,60634,ES,No,Average,54.0,Weak,37.0,Average,41.0,Weak,83,Very Strong,88,Average,51,95.10%,4.3,0.00%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
299,610355,Mary E Courtenay Elementary Language Arts Center,60613,ES,No,Very Strong,99.0,Very Strong,95.0,Very Strong,80.0,Weak,NDA,NDA,NDA,Strong,59,94.90%,10.8,94.20%,NDA,NDA,6,LAKE VIEW,6,1.1,11.4,4.7,2.6,17.0,60058,5,3.0,6
300,610312,Mary E McDowell Elementary School,60619,ES,No,NDA,,NDA,,NDA,,Weak,74,Average,53,NDA,NDA,95.50%,3.1,96.10%,NDA,NDA,48,CALUMET HEIGHTS,48,2.1,11.5,20.0,11.0,44.0,28887,38,2.0,48
301,610046,Mary Lyon Elementary School,60634,ES,No,Average,55.0,Average,42.0,Weak,38.0,Weak,NDA,NDA,NDA,Weak,45,95.90%,3.7,97.00%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
302,609888,Mary Mapes Dodge Elementary Renaissance Academy,60612,ES,No,Average,57.0,Strong,68.0,Strong,73.0,Weak,77,Very Strong,83,Strong,56,94.40%,12.7,97.10%,NDA,NDA,27,EAST GARFIELD PARK,27,8.2,42.4,19.6,21.3,43.2,12961,83,3.0,27
303,610365,Mary McLeod Bethune Elementary School,60612,ES,No,Average,53.0,Average,53.0,Weak,39.0,Weak,31,Average,46,Strong,56,93.30%,25.8,97.60%,NDA,NDA,27,EAST GARFIELD PARK,27,8.2,42.4,19.6,21.3,43.2,12961,83,3.0,27
304,610535,Mason High School,60623,HS,No,Average,50.0,Average,59.0,Average,59.0,Weak,NDA,NDA,NDA,Average,50,90.40%,44.3,0.00%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
305,610240,Matthew A Henson Elementary School,60623,ES,No,Weak,37.0,Weak,34.0,Weak,22.0,Weak,NDA,NDA,NDA,Strong,55,90.90%,13.2,95.70%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
306,609928,Melville W Fuller Elementary School,60653,ES,No,Weak,22.0,Weak,32.0,Weak,33.0,Weak,NDA,NDA,NDA,Average,51,91.80%,40.2,93.90%,NDA,NDA,38,GRAND BOULEVARD,38,3.3,29.3,24.3,15.9,39.5,23472,57,2.0,38
307,610055,Michael Faraday Elementary School,60624,ES,No,Weak,35.0,Strong,65.0,Strong,66.0,Weak,NDA,NDA,NDA,Average,50,93.30%,39.4,94.60%,NDA,NDA,27,EAST GARFIELD PARK,27,8.2,42.4,19.6,21.3,43.2,12961,83,3.0,27
308,609832,Michael M Byrne Elementary School,60638,ES,No,Strong,63.0,Weak,35.0,Weak,38.0,Weak,59,Average,57,Average,49,94.60%,51.8,95.80%,NDA,NDA,56,GARFIELD RIDGE,56,2.6,8.8,11.3,19.3,38.1,26353,32,1.0,56
309,610244,Michele Clark Academic Prep Magnet High School,60644,HS,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,48,79.10%,24.4,95.40%,87.4,60.4,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
310,610208,Mildred I Lavizzo Elementary School,60628,ES,No,Very Weak,15.0,Average,41.0,Average,46.0,Weak,39,Weak,30,Average,48,91.50%,39.1,95.00%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
311,609830,Milton Brunson Math & Science Specialty Elementary School,60651,ES,No,Weak,30.0,Weak,30.0,Average,45.0,Weak,NDA,NDA,NDA,Average,47,91.30%,16.6,95.00%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
312,610011,Minnie Mars Jamieson Elementary School,60659,ES,No,Strong,64.0,Strong,62.0,Strong,66.0,Weak,55,Average,41,Average,52,95.70%,8.1,96.20%,NDA,NDA,2,WEST RIDGE,2,7.8,17.2,8.8,20.8,38.5,23040,46,2.0,2
313,610257,Morton School of Excellence,60612,ES,No,Average,53.0,Strong,66.0,Strong,63.0,Weak,86,Very Strong,95,Average,52,93.60%,73.9,97.10%,NDA,NDA,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
314,610075,Moses Montefiore Special Elementary School,60608,ES,No,Weak,28.0,Average,42.0,Very Weak,14.0,Weak,NDA,NDA,NDA,Weak,46,80.40%,251.6,93.50%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
315,610385,Multicultural Academy of Scholarship,60623,HS,No,Average,48.0,Average,47.0,Average,42.0,Weak,NDA,NDA,NDA,Strong,56,89.20%,22.4,96.70%,58,58.5,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
316,609806,Myra Bradwell Communications Arts & Sciences Elementary School,60649,ES,No,Weak,31.0,Average,41.0,Average,50.0,Weak,52,Average,54,Average,49,92.10%,75.9,96.40%,NDA,NDA,43,SOUTH SHORE,43,2.8,31.1,20.0,14.0,35.7,19398,55,2.0,43
317,609952,Nathanael Greene Elementary School,60609,ES,Yes,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,48,95.50%,3.8,96.20%,NDA,NDA,59,MCKINLEY PARK,59,7.2,18.7,13.4,32.9,35.6,16954,61,1.0,59
318,610134,Nathaniel Pope Elementary School,60623,ES,No,Average,48.0,Strong,73.0,Very Strong,83.0,Weak,NDA,NDA,NDA,NDA,NDA,91.60%,54.2,95.80%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
319,610348,Nathan R Goldblatt Elementary School,60624,ES,No,Average,49.0,Very Strong,80.0,Very Strong,99.0,Weak,NDA,NDA,NDA,Average,53,92.90%,57.7,95.60%,NDA,NDA,26,WEST GARFIELD PARK,26,9.4,41.7,25.8,24.5,43.6,10934,92,4.0,26
320,609876,Nathan S Davis Elementary School,60632,ES,No,Average,43.0,Average,41.0,Average,46.0,Weak,NDA,NDA,NDA,Average,48,95.10%,2.4,95.90%,NDA,NDA,58,BRIGHTON PARK,58,14.4,23.6,13.9,45.1,39.3,13089,84,4.0,58
321,609692,Neal F Simeon Career Academy High School,60620,HS,No,Average,52.0,Weak,33.0,Average,42.0,Weak,NDA,NDA,NDA,NDA,NDA,78.60%,2.1,94.30%,75.2,74,44,CHATHAM,44,3.3,27.8,24.0,14.5,40.3,18881,60,1.0,44
322,610085,Near North Elementary School,60642,ES,No,Average,50.0,Weak,27.0,Weak,23.0,Weak,NDA,NDA,NDA,NDA,NDA,80.20%,58.3,94.80%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
323,610284,New Field Elementary School,60626,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,51,96.20%,3.1,95.60%,NDA,NDA,1,ROGERS PARK,1,7.7,23.6,8.7,18.2,27.5,23939,39,3.0,1
324,610323,New Millennium High School of Health at Bowen,60617,HS,No,Very Weak,17.0,Weak,37.0,Weak,25.0,Weak,29,Very Weak,6,NDA,NDA,75.60%,61.8,94.70%,67.2,52.4,46,SOUTH CHICAGO,46,4.7,29.8,19.7,26.6,41.1,16579,75,3.0,46
325,609792,Newton Bateman Elementary School,60618,ES,No,Average,55.0,Average,50.0,Average,47.0,Weak,25,Weak,34,Average,52,96.20%,0.2,96.70%,NDA,NDA,16,IRVING PARK,16,6.3,13.1,10.0,22.4,31.6,27249,34,1.0,16
326,609793,Nicholson Technology Academy,60621,ES,No,Average,48.0,Strong,74.0,Strong,73.0,Weak,42,Weak,39,NDA,NDA,93.40%,6.0,97.00%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
327,609961,Ninos Heroes Elementary Academic Center,60617,ES,No,Weak,36.0,Strong,61.0,Average,55.0,Weak,NDA,NDA,NDA,Average,48,93.90%,25.9,95.00%,NDA,NDA,46,SOUTH CHICAGO,46,4.7,29.8,19.7,26.6,41.1,16579,75,3.0,46
328,609691,North-Grand High School,60639,HS,No,Average,42.0,Weak,39.0,Weak,25.0,Weak,NDA,NDA,NDA,NDA,NDA,88.60%,15.3,95.60%,69.7,41.3,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
329,610354,North River Elementary School,60625,ES,No,Strong,67.0,Average,53.0,Average,51.0,Weak,47,Average,47,Average,50,95.60%,20.1,96.00%,NDA,NDA,14,ALBANY PARK,14,11.3,19.2,10.0,32.9,32.0,21323,53,1.0,14
330,610051,Northwest Middle School,60639,MS,No,Weak,34.0,Very Weak,17.0,Very Weak,13.0,Weak,NDA,NDA,NDA,NDA,NDA,93.40%,2.2,95.10%,NDA,NDA,19,BELMONT CRAGIN,19,10.8,18.7,14.6,37.3,37.3,15461,70,1.0,19
331,610529,Ogden International High School,60622,HS,No,Average,56.0,Weak,39.0,Weak,24.0,Weak,NDA,NDA,NDA,NDA,NDA,94.20%,13.7,0.00%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
332,610300,Oliver S Westcott Elementary School,60620,ES,No,Weak,30.0,Average,48.0,Average,54.0,Weak,47,Average,47,Weak,46,92.60%,31.5,94.80%,NDA,NDA,44,CHATHAM,44,3.3,27.8,24.0,14.5,40.3,18881,60,1.0,44
333,609997,Oliver Wendell Holmes Elementary School,60621,ES,No,Weak,21.0,Weak,23.0,Average,41.0,Weak,NDA,NDA,NDA,Average,48,87.00%,139.8,92.40%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
334,610329,Orozco Fine Arts & Sciences Elementary School,60608,ES,No,Average,55.0,Weak,34.0,Average,44.0,Weak,NDA,NDA,NDA,Average,50,97.60%,1.4,96.40%,NDA,NDA,31,LOWER WEST SIDE,31,9.6,25.8,15.8,40.7,32.6,16444,76,3.0,31
335,610389,Orr Academy High School,60624,HS,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,NDA,NDA,66.30%,10.2,95.00%,NDA,51.9,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
336,609811,Orville T Bright Elementary School,60617,ES,No,Very Weak,18.0,Weak,28.0,Weak,27.0,Weak,NDA,NDA,NDA,Weak,41,92.20%,55.7,95.30%,NDA,NDA,51,SOUTH DEERING,51,4.0,29.2,16.3,21.0,39.5,14685,65,2.0,51
337,610367,Oscar DePriest Elementary School,60644,ES,No,Weak,35.0,Average,47.0,Average,53.0,Weak,51,Weak,39,Average,47,92.70%,20.0,95.60%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
338,610059,Oscar F Mayer Elementary School,60614,ES,No,Strong,67.0,Weak,35.0,Average,46.0,Weak,NDA,NDA,NDA,NDA,NDA,95.00%,11.4,95.20%,NDA,NDA,7,LINCOLN PARK,7,0.8,12.3,5.1,3.6,21.5,71551,2,3.0,7
339,610021,Pablo Casals Elementary School,60651,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Weak,42,92.00%,47.1,95.90%,NDA,NDA,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
340,610115,Park Manor Elementary School,60637,ES,No,Weak,28.0,Average,42.0,Average,48.0,Weak,69,Strong,67,Strong,55,94.90%,16.6,96.30%,NDA,NDA,69,GREATER GRAND CROSSING,69,3.6,29.6,23.0,16.5,41.0,17285,66,4.0,69
341,610116,Parkside Elementary Community Academy,60649,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Weak,42,89.80%,90.7,94.90%,NDA,NDA,43,SOUTH SHORE,43,2.8,31.1,20.0,14.0,35.7,19398,55,2.0,43
342,609988,Patrick Henry Elementary School,60618,ES,No,Average,45.0,Average,46.0,Average,43.0,Weak,68,Average,45,Average,52,95.10%,4.3,95.90%,NDA,NDA,16,IRVING PARK,16,6.3,13.1,10.0,22.4,31.6,27249,34,1.0,16
343,610003,Paul Cuffe Math-Science Technology Academy Elementary School,60620,ES,No,Average,51.0,Average,45.0,Average,54.0,Weak,66,Very Strong,83,Average,48,93.60%,46.9,95.40%,NDA,NDA,71,AUBURN GRESHAM,71,4.0,27.6,28.3,18.5,41.9,15528,74,3.0,71
344,609676,Paul Laurence Dunbar Career Academy High School,60616,HS,No,Weak,29.0,Weak,31.0,Weak,37.0,Weak,57,Average,49,NDA,NDA,76.90%,21.5,96.00%,61.7,51.5,35,DOUGLAS,35,1.8,29.6,18.2,14.3,30.7,23791,47,3.0,35
345,610146,Paul Revere Elementary School,60619,ES,No,Weak,36.0,Average,42.0,Average,56.0,Weak,NDA,NDA,NDA,Average,49,92.40%,33.3,94.60%,NDA,NDA,69,GREATER GRAND CROSSING,69,3.6,29.6,23.0,16.5,41.0,17285,66,4.0,69
346,609707,Paul Robeson High School,60621,HS,No,Weak,29.0,Weak,33.0,Average,40.0,Weak,NDA,NDA,NDA,NDA,NDA,73.50%,26.4,94.70%,40.6,42.2,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
347,609791,Perkins Bass Elementary School,60621,ES,No,Weak,28.0,Average,47.0,Average,57.0,Weak,52,Average,42,Average,47,92.10%,28.9,96.40%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
348,610299,William A Hinton Elementary School,60621,ES,No,Very Weak,18.0,Weak,30.0,Weak,29.0,Weak,NDA,NDA,NDA,Weak,45,91.70%,28.9,95.10%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
349,610145,Peter A Reinberg Elementary School,60634,ES,No,Strong,60.0,Weak,35.0,Weak,30.0,Weak,60,Average,54,Average,47,95.80%,8.2,95.70%,NDA,NDA,15,PORTAGE PARK,15,4.1,11.6,12.6,19.3,34.0,24336,35,1.0,15
350,609867,Peter Cooper Elementary Dual Language Academy,60608,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,NDA,NDA,96.20%,5.7,96.30%,NDA,NDA,31,LOWER WEST SIDE,31,9.6,25.8,15.8,40.7,32.6,16444,76,3.0,31
351,610147,Philip Rogers Elementary School,60645,ES,No,Very Strong,81.0,Strong,68.0,Strong,62.0,Weak,75,Strong,64,Average,53,96.40%,3.0,95.10%,NDA,NDA,2,WEST RIDGE,2,7.8,17.2,8.8,20.8,38.5,23040,46,2.0,2
352,609981,Phobe Apperson Hearst Elementary School,60638,ES,No,Weak,33.0,Weak,31.0,Weak,27.0,Weak,NDA,NDA,NDA,Weak,45,92.10%,25.5,95.80%,NDA,NDA,56,GARFIELD RIDGE,56,2.6,8.8,11.3,19.3,38.1,26353,32,1.0,56
353,610304,Phoenix Military Academy High School,60612,HS,No,Average,53.0,Average,59.0,Strong,78.0,Weak,NDA,NDA,NDA,Average,52,92.10%,4.3,97.40%,74.8,51.3,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
354,610013,Pilsen Elementary Community Academy,60608,ES,No,Average,43.0,Average,49.0,Average,55.0,Weak,16,Weak,37,NDA,NDA,96.00%,9.4,96.70%,NDA,NDA,31,LOWER WEST SIDE,31,9.6,25.8,15.8,40.7,32.6,16444,76,3.0,31
355,610135,Portage Park Elementary School,60641,ES,No,Strong,62.0,Average,46.0,Weak,32.0,Weak,NDA,NDA,NDA,Average,48,94.20%,3.7,95.90%,NDA,NDA,15,PORTAGE PARK,15,4.1,11.6,12.6,19.3,34.0,24336,35,1.0,15
356,610138,Pulaski International Academy Elmentary School,60647,ES,No,Strong,68.0,Average,54.0,Average,57.0,Weak,26,Weak,23,Average,47,96.10%,1.7,96.20%,NDA,NDA,22,LOGAN SQUARE,22,3.2,16.8,8.2,14.8,26.2,31908,23,2.0,22
357,609842,Rachel Carson Elementary School,60629,ES,No,Weak,38.0,Average,45.0,Average,56.0,Weak,26,Weak,36,Average,50,97.60%,3.9,97.70%,NDA,NDA,63,GAGE PARK,63,15.8,23.4,18.2,51.5,38.8,12171,93,1.0,63
358,609902,Ralph H Metcalfe Elementary Community Academy,60628,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,48,94.90%,22.3,95.50%,NDA,NDA,53,WEST PULLMAN,53,3.3,25.9,19.4,20.5,42.1,16563,62,1.0,53
359,610141,Ravenswood Elementary School,60613,ES,No,Average,46.0,Average,42.0,Average,41.0,Weak,NDA,NDA,NDA,Average,53,94.90%,8.1,95.70%,NDA,NDA,6,LAKE VIEW,6,1.1,11.4,4.7,2.6,17.0,60058,5,3.0,6
360,610291,Richard Henry Lee Elementary School,60629,ES,No,Average,59.0,Average,46.0,Weak,35.0,Weak,NDA,NDA,NDA,NDA,NDA,95.00%,21.8,95.30%,NDA,NDA,65,WEST LAWN,65,5.8,14.9,9.6,33.6,39.6,16907,56,2.0,65
361,610239,Richard J Daley Elementary Academy,60609,ES,No,Weak,29.0,Weak,37.0,Average,46.0,Weak,50,Average,42,Weak,46,94.90%,44.2,96.00%,NDA,NDA,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
362,610102,Richard J Oglesby Elementary School,60620,ES,No,Average,44.0,Average,49.0,Average,49.0,Weak,43,Weak,32,Weak,46,94.40%,25.4,96.90%,NDA,NDA,71,AUBURN GRESHAM,71,4.0,27.6,28.3,18.5,41.9,15528,74,3.0,71
363,609702,Richard T Crane Technical Preparatory High School,60612,HS,No,Average,43.0,Average,50.0,Average,48.0,Weak,NDA,NDA,NDA,Average,47,57.90%,19.9,93.90%,48,32.6,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
364,610234,Richard Yates Elementary School,60647,ES,No,Average,42.0,Strong,66.0,Strong,73.0,Weak,NDA,NDA,NDA,Average,51,93.70%,5.6,96.20%,NDA,NDA,22,LOGAN SQUARE,22,3.2,16.8,8.2,14.8,26.2,31908,23,2.0,22
365,609695,Roald Amundsen High School,60625,HS,No,Average,51.0,Average,43.0,Average,42.0,Weak,27,Average,41,Weak,43,81.10%,8.7,95.90%,64.6,49.1,4,LINCOLN SQUARE,4,3.4,10.9,8.2,13.4,25.5,37524,17,1.0,4
