,School_ID,NAME_OF_SCHOOL,ZIP_Code,"Elementary, Middle, or High School",HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE,Environment_Icon,Environment_Score,Instruction_Icon,Instruction_Score,Leaders_Icon,Leaders_Score,Teachers_Icon,Teachers_Score,Parent_Engagement_Icon,Parent_Engagement_Score,AVERAGE_STUDENT_ATTENDANCE,Rate_of_Misconducts__per_100_students_,Average_Teacher_Attendance,Graduation_Rate__,College_Enrollment_Rate__,COMMUNITY_AREA_NUMBER_S,COMMUNITY_AREA_NAME,CA,PERCENT_OF_HOUSING_CROWDED,PERCENT_HOUSEHOLDS_BELOW_POVERTY,PERCENT_AGED_16__UNEMPLOYED,PERCENT_AGED_25__WITHOUT_HIGH_SCHOOL_DIPLOMA,PERCENT_AGED_UNDER_18_OR_OVER_64,PER_CAPITA_INCOME,HARDSHIP_INDEX,ARRESTED_CASES,COMMUNITY_AREA_NUMBER
366,610350,Robert A Black Magnet Elementary School,60619,ES,No,Strong,68.0,Strong,63.0,Average,58.0,Weak,NDA,NDA,NDA,Strong,55,96.00%,0.4,93.70%,NDA,NDA,48,CALUMET HEIGHTS,48,2.1,11.5,20.0,11.0,44.0,28887,38,2.0,48
367,609906,Robert Emmet Elementary School,60644,ES,No,Weak,37.0,Strong,64.0,Strong,71.0,Weak,NDA,NDA,NDA,Average,51,89.80%,30.1,94.80%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
368,609929,Robert Fulton Elementary School,60609,ES,No,Average,46.0,Strong,63.0,Strong,63.0,Weak,53,Weak,39,Weak,45,95.10%,10.1,96.80%,NDA,NDA,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
369,610045,Robert H Lawrence Elementary School,60617,ES,No,Very Weak,19.0,Average,40.0,Average,51.0,Weak,35,Weak,30,NDA,NDA,90.70%,14.0,95.30%,NDA,NDA,51,SOUTH DEERING,51,4.0,29.2,16.3,21.0,39.5,14685,65,2.0,51
370,610391,Robert Lindblom Math & Science Academy High School,60636,HS,No,Strong,66.0,Strong,75.0,Very Strong,85.0,Weak,NDA,NDA,NDA,Strong,55,92.70%,2.1,95.90%,68.9,85.9,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
371,610252,Robert Nathaniel Dett Elementary School,60612,ES,No,Average,48.0,Average,51.0,Strong,65.0,Weak,NDA,NDA,NDA,Average,51,94.40%,6.9,94.80%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
372,609759,Roberto Clemente Community Academy High School,60622,HS,No,Average,44.0,Weak,39.0,Weak,34.0,Weak,28,Weak,25,NDA,NDA,69.60%,20.6,94.20%,49.5,41.5,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
373,610029,Rodolfo Lozano Bilingual & International Center Elementary School,60622,ES,No,Average,55.0,Weak,39.0,Weak,37.0,Weak,NDA,NDA,NDA,Weak,45,94.80%,0.9,96.20%,NDA,NDA,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
374,609733,Roger C Sullivan High School,60626,HS,No,Weak,30.0,Weak,34.0,Weak,34.0,Weak,42,Weak,33,Weak,44,81.60%,14.7,95.80%,39.3,52.1,1,ROGERS PARK,1,7.7,23.6,8.7,18.2,27.5,23939,39,3.0,1
375,610091,Ronald Brown Elementary Community Academy,60628,ES,No,Weak,31.0,Average,52.0,Weak,33.0,Weak,48,Average,45,Average,52,93.80%,35.6,96.30%,NDA,NDA,53,WEST PULLMAN,53,3.3,25.9,19.4,20.5,42.1,16563,62,1.0,53
376,610282,Ronald E McNair Elementary School,60651,ES,No,Weak,31.0,Average,56.0,Average,59.0,Weak,32,Weak,20,Average,47,90.70%,52.8,96.50%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
377,609826,Rosario Castellanos Elementary School,60623,ES,No,Weak,36.0,Weak,34.0,Weak,20.0,Weak,17,Weak,31,Weak,46,96.30%,24.3,96.90%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
378,610056,Roswell B Mason Elementary School,60623,ES,No,Weak,37.0,Average,44.0,Average,58.0,Weak,50,Weak,36,Average,51,92.40%,31.0,95.00%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
379,610250,Rueben Salazar Elementary Bilingual Center,60610,ES,No,Strong,64.0,Average,54.0,Average,53.0,Weak,NDA,NDA,NDA,Average,52,95.10%,44.6,95.80%,NDA,NDA,8,NEAR NORTH SIDE,8,1.9,12.9,7.0,2.5,22.6,88669,1,8.0,8
380,609853,Salmon P Chase Elementary School,60647,ES,No,Average,55.0,Average,59.0,Weak,39.0,Weak,25,Weak,27,NDA,NDA,95.40%,18.5,95.80%,NDA,NDA,22,LOGAN SQUARE,22,3.2,16.8,8.2,14.8,26.2,31908,23,2.0,22
381,609943,Samuel Gompers Fine Arts Options Elementary School,60628,ES,No,Weak,34.0,Average,48.0,Average,52.0,Weak,57,Average,59,Average,49,93.60%,54.2,96.00%,NDA,NDA,53,WEST PULLMAN,53,3.3,25.9,19.4,20.5,42.1,16563,62,1.0,53
382,609805,Scott Joplin Elementary School,60620,ES,No,Weak,35.0,Average,44.0,Average,53.0,Weak,45,Weak,34,Average,52,95.00%,44.5,94.60%,NDA,NDA,71,AUBURN GRESHAM,71,4.0,27.6,28.3,18.5,41.9,15528,74,3.0,71
383,609968,Sharon Christa McAuliffe Elementary School,60647,ES,Yes,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,52,93.90%,14.2,95.70%,NDA,NDA,20,HERMOSA,20,6.9,20.5,13.1,41.6,36.4,15089,71,1.0,20
384,610157,Sidney Sawyer Elementary School,60632,ES,No,Average,57.0,Average,41.0,Weak,39.0,Weak,24,Weak,29,Average,49,96.80%,7.4,96.40%,NDA,NDA,63,GAGE PARK,63,15.8,23.4,18.2,51.5,38.8,12171,93,1.0,63
385,610283,Simon Guggenheim Elementary School,60621,ES,No,Weak,30.0,Weak,38.0,Weak,22.0,Weak,NDA,NDA,NDA,Average,48,90.90%,29.5,93.10%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
386,610521,Sir Miles Davis Magnet Elementary Academy,60636,ES,No,Weak,35.0,Average,51.0,Average,54.0,Weak,NDA,NDA,NDA,NDA,NDA,93.00%,57.8,94.50%,NDA,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
387,610534,Skinner North,60610,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Strong,64,96.40%,0.0,97.80%,NDA,NDA,8,NEAR NORTH SIDE,8,1.9,12.9,7.0,2.5,22.6,88669,1,8.0,8
388,610226,Socorro Sandoval Elementary School,60629,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Weak,44,95.80%,3.7,96.50%,NDA,NDA,63,GAGE PARK,63,15.8,23.4,18.2,51.5,38.8,12171,93,1.0,63
389,610160,Songhai Elementary Learning Institute,60628,ES,No,Very Weak,17.0,Average,47.0,Average,54.0,Weak,NDA,NDA,NDA,Weak,46,89.50%,84.7,95.40%,NDA,NDA,53,WEST PULLMAN,53,3.3,25.9,19.4,20.5,42.1,16563,62,1.0,53
390,610530,South Shore Fine Arts Academy,60637,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Strong,56,93.60%,22.4,96.30%,NDA,NDA,43,SOUTH SHORE,43,2.8,31.1,20.0,14.0,35.7,19398,55,2.0,43
391,609745,Southside Occupational Academy High School,60636,HS,No,NDA,,NDA,,NDA,,Weak,47,Strong,60,Strong,63,85.50%,13.1,95.20%,71.7,NDA,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
392,610183,Spencer Technology Academy,60644,ES,No,Weak,35.0,Average,57.0,Strong,71.0,Weak,66,Average,56,Average,50,92.50%,24.1,96.00%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
393,610357,Spry Community Links High School,60623,HS,No,Strong,70.0,Very Strong,92.0,Very Strong,87.0,Weak,NDA,NDA,NDA,Strong,56,95.60%,9.7,95.70%,73.7,65.2,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
394,609880,Stephen Decatur Classical Elementary School,60645,ES,No,Very Strong,99.0,Very Strong,99.0,Very Strong,99.0,Weak,99,Very Strong,99,Average,52,96.20%,2.8,95.40%,NDA,NDA,2,WEST RIDGE,2,7.8,17.2,8.8,20.8,38.5,23040,46,2.0,2
395,609933,Stephen F Gale Elementary Community Academy,60626,ES,No,Weak,39.0,Weak,35.0,Weak,27.0,Weak,33,Weak,29,Weak,45,92.10%,34.8,95.20%,NDA,NDA,1,ROGERS PARK,1,7.7,23.6,8.7,18.2,27.5,23939,39,3.0,1
396,609724,Stephen T Mather High School,60659,HS,No,Average,58.0,Average,48.0,Average,47.0,Weak,50,Average,56,NDA,NDA,87.60%,7.6,96.50%,56.2,57.4,2,WEST RIDGE,2,7.8,17.2,8.8,20.8,38.5,23040,46,2.0,2
397,610191,Stone Elementary Scholastic Academy,60659,ES,No,Strong,78.0,Average,55.0,Average,43.0,Weak,NDA,NDA,NDA,Strong,55,96.40%,1.9,96.00%,NDA,NDA,2,WEST RIDGE,2,7.8,17.2,8.8,20.8,38.5,23040,46,2.0,2
398,610405,Suder Montessori Magnet Elementary School,60612,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,NDA,NDA,96.60%,6.5,95.70%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
399,610249,Talman Elementary School,60632,ES,No,Very Strong,99.0,Very Strong,99.0,Very Strong,99.0,Weak,85,Very Strong,81,Strong,57,96.20%,9.2,95.50%,NDA,NDA,63,GAGE PARK,63,15.8,23.4,18.2,51.5,38.8,12171,93,1.0,63
400,610396,Tarkington School of Excellence Elementary School,60629,ES,No,Average,48.0,Weak,39.0,Average,40.0,Weak,NDA,NDA,NDA,Average,49,95.90%,10.5,96.60%,NDA,NDA,66,CHICAGO LAWN,66,7.6,27.9,17.1,31.2,40.6,13231,80,6.0,66
401,610506,TEAM Englewood Community Academy High School,60621,HS,No,Average,45.0,Average,55.0,Average,53.0,Weak,74,Strong,68,Strong,58,87.30%,8.2,96.50%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
402,609921,Telpochcalli Elementary School,60623,ES,No,Average,42.0,Very Weak,19.0,Weak,22.0,Weak,82,Strong,69,Strong,55,95.40%,2.7,94.70%,NDA,NDA,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
403,609991,Theodore Herzl Elementary School,60623,ES,No,Average,41.0,Average,53.0,Strong,65.0,Weak,NDA,NDA,NDA,NDA,NDA,90.80%,23.9,97.00%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
404,609728,Theodore Roosevelt High School,60625,HS,No,Average,42.0,Average,42.0,Weak,37.0,Weak,NDA,NDA,NDA,NDA,NDA,82.30%,9.7,96.10%,59.4,42.9,14,ALBANY PARK,14,11.3,19.2,10.0,32.9,32.0,21323,53,1.0,14
405,609794,Thomas A Edison Regional Gifted Center Elementary School,60625,ES,No,Very Strong,91.0,Strong,64.0,Average,56.0,Weak,NDA,NDA,NDA,Strong,55,96.60%,1.9,96.30%,NDA,NDA,14,ALBANY PARK,14,11.3,19.2,10.0,32.9,32.0,21323,53,1.0,14
406,609987,Thomas A Hendricks Elementary Community Academy,60609,ES,No,Weak,33.0,Strong,67.0,Strong,78.0,Weak,NDA,NDA,NDA,Average,51,91.20%,61.8,95.60%,NDA,NDA,37,FULLER PARK,37,3.2,51.2,33.9,26.6,44.9,10432,97,1.0,37
407,609851,Thomas Chalmers Specialty Elementary School,60608,ES,No,Weak,34.0,Weak,39.0,Average,45.0,Weak,88,Strong,78,NDA,NDA,94.40%,3.4,97.30%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
408,609896,Thomas Drummond Elementary School,60622,ES,No,Strong,72.0,Average,59.0,Average,46.0,Weak,NDA,NDA,NDA,Strong,58,95.20%,0.3,96.70%,NDA,NDA,22,LOGAN SQUARE,22,3.2,16.8,8.2,14.8,26.2,31908,23,2.0,22
409,610002,Thomas Hoyne Elementary School,60617,ES,No,Strong,67.0,Strong,77.0,Strong,73.0,Weak,67,Strong,66,NDA,NDA,94.80%,0.0,95.40%,NDA,NDA,48,CALUMET HEIGHTS,48,2.1,11.5,20.0,11.0,44.0,28887,38,2.0,48
410,610295,Thomas J Higgins Elementary Community Academy,60643,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,49,95.20%,0.5,95.20%,NDA,NDA,53,WEST PULLMAN,53,3.3,25.9,19.4,20.5,42.1,16563,62,1.0,53
411,610220,Thomas J Waters Elementary School,60625,ES,No,Very Strong,85.0,Average,56.0,Average,54.0,Weak,NDA,NDA,NDA,Average,52,96.10%,0.4,95.10%,NDA,NDA,4,LINCOLN SQUARE,4,3.4,10.9,8.2,13.4,25.5,37524,17,1.0,4
412,609715,Thomas Kelly High School,60632,HS,No,Weak,36.0,Weak,36.0,Weak,35.0,Weak,61,Average,57,NDA,NDA,89.30%,5.8,95.30%,67.4,46.4,58,BRIGHTON PARK,58,14.4,23.6,13.9,45.1,39.3,13089,84,4.0,58
413,610321,Thurgood Marshall Middle School,60618,MS,No,Weak,39.0,Very Weak,11.0,Very Weak,1.0,Weak,NDA,NDA,NDA,NDA,NDA,94.00%,18.1,96.00%,NDA,NDA,16,IRVING PARK,16,6.3,13.1,10.0,22.4,31.6,27249,34,1.0,16
414,609895,Turner-Drew Elementary Language Academy,60620,ES,No,Average,56.0,Average,48.0,Average,51.0,Weak,75,Strong,66,NDA,NDA,95.80%,24.0,95.20%,NDA,NDA,49,ROSELAND,49,2.5,19.8,20.3,16.9,41.2,17949,52,2.0,49
415,610394,Uplift Community High School,60640,HS,No,Average,50.0,Strong,61.0,Strong,62.0,Weak,48,Average,53,NDA,NDA,88.70%,8.1,95.90%,62.4,65,3,UPTOWN,3,3.8,24.0,8.9,11.8,22.2,35787,20,4.0,3
416,610504,Velma F Thomas Early Childhood Center,60609,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Strong,55,,0.0,95.60%,NDA,NDA,59,MCKINLEY PARK,59,7.2,18.7,13.4,32.9,35.6,16954,61,1.0,59
417,609989,Victor Herbert Elementary School,60612,ES,No,Average,50.0,Strong,64.0,Strong,72.0,Weak,48,Average,50,Average,50,92.80%,10.3,96.20%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
418,609944,Virgil Grissom Elementary School,60633,ES,No,Strong,62.0,Average,51.0,Strong,64.0,Weak,69,Very Strong,87,NDA,NDA,95.50%,2.5,96.40%,NDA,NDA,55,HEGEWISCH,55,3.3,17.1,9.6,19.2,42.9,22677,44,1.0,55
419,610518,VOISE Academy High School,60644,HS,No,Average,42.0,Average,52.0,Average,52.0,Weak,NDA,NDA,NDA,NDA,NDA,84.50%,25.0,96.50%,NDA,NDA,25,AUSTIN,25,6.3,28.6,22.6,24.4,37.9,15957,73,11.0,25
420,610363,Walt Disney Magnet Elementary School,60613,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,NDA,NDA,96.40%,7.7,96.40%,NDA,NDA,3,UPTOWN,3,3.8,24.0,8.9,11.8,22.2,35787,20,4.0,3
421,610095,Walter L Newberry Math & Science Academy Elementary School,60614,ES,No,Strong,71.0,Average,52.0,Strong,66.0,Weak,41,Average,44,Strong,54,95.10%,2.1,96.30%,NDA,NDA,7,LINCOLN PARK,7,0.8,12.3,5.1,3.6,21.5,71551,2,3.0,7
422,609680,Walter Payton College Preparatory High School,60610,HS,No,Very Strong,98.0,Very Strong,80.0,Strong,77.0,Weak,NDA,NDA,NDA,NDA,NDA,93.40%,0.7,96.10%,96.9,82.4,8,NEAR NORTH SIDE,8,1.9,12.9,7.0,2.5,22.6,88669,1,8.0,8
423,609955,Walter Q Gresham Elementary School,60620,ES,No,Weak,25.0,Very Weak,7.0,Very Weak,11.0,Weak,68,Average,57,Average,48,95.50%,35.4,95.00%,NDA,NDA,71,AUBURN GRESHAM,71,4.0,27.6,28.3,18.5,41.9,15528,74,3.0,71
424,610264,Walter Reed Elementary School,60621,ES,No,Weak,29.0,Strong,62.0,Strong,68.0,Weak,NDA,NDA,NDA,Average,47,92.40%,75.5,93.20%,NDA,NDA,68,ENGLEWOOD,68,3.8,46.6,28.0,28.5,42.5,11888,94,4.0,68
425,609855,Walter S Christopher Elementary School,60632,ES,No,NDA,,NDA,,NDA,,Weak,72,Strong,64,Average,52,86.10%,4.0,94.10%,NDA,NDA,63,GAGE PARK,63,15.8,23.4,18.2,51.5,38.8,12171,93,1.0,63
426,610179,Washington D Smyser Elementary School,60634,ES,No,Average,55.0,Average,43.0,Average,45.0,Weak,NDA,NDA,NDA,NDA,NDA,95.50%,4.9,97.20%,NDA,NDA,15,PORTAGE PARK,15,4.1,11.6,12.6,19.3,34.0,24336,35,1.0,15
427,610121,Washington Irving Elementary School,60612,ES,No,Average,43.0,Weak,34.0,Average,44.0,Weak,NDA,NDA,NDA,Average,48,95.60%,15.1,95.90%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
428,609740,Wells Community Academy High School,60622,HS,No,Average,51.0,Average,41.0,Weak,38.0,Weak,65,Average,49,NDA,NDA,74.10%,16.9,96.20%,59.3,43.8,24,WEST TOWN,24,2.3,14.7,6.6,12.9,21.7,43198,10,3.0,24
429,609727,Wendell Phillips Academy High School,60653,HS,No,NDA,,NDA,,NDA,,Weak,80,Strong,79,NDA,NDA,63.00%,22.0,96.10%,40.3,42.6,35,DOUGLAS,35,1.8,29.6,18.2,14.3,30.7,23791,47,3.0,35
430,610100,West Park Elementary Academy,60651,ES,No,Weak,29.0,Weak,36.0,Average,40.0,Weak,NDA,NDA,NDA,Weak,46,93.70%,16.3,96.70%,NDA,NDA,23,HUMBOLDT PARK,23,14.8,33.9,17.3,35.4,38.0,13781,85,7.0,23
431,610224,West Pullman Elementary School,60628,ES,No,Weak,23.0,Average,55.0,Average,47.0,Weak,57,Average,50,Average,47,91.20%,7.6,93.80%,NDA,NDA,53,WEST PULLMAN,53,3.3,25.9,19.4,20.5,42.1,16563,62,1.0,53
432,610542,West Ridge Elementary School,60645,ES,No,Strong,67.0,Average,41.0,Weak,28.0,Weak,NDA,NDA,NDA,Weak,46,94.90%,6.8,0.00%,NDA,NDA,2,WEST RIDGE,2,7.8,17.2,8.8,20.8,38.5,23040,46,2.0,2
433,609755,Whitney M Young Magnet High School,60607,HS,No,Very Strong,95.0,Strong,69.0,Strong,67.0,Weak,52,Average,46,Average,53,94.60%,1.2,94.90%,93.9,88.3,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
434,610251,Willa Cather Elementary School,60612,ES,No,Strong,69.0,Strong,78.0,Very Strong,81.0,Weak,62,Very Strong,83,Strong,56,94.90%,29.5,96.40%,NDA,NDA,27,EAST GARFIELD PARK,27,8.2,42.4,19.6,21.3,43.2,12961,83,3.0,27
435,610109,William Bishop Owen Scholastic Academy Elementary School,60652,ES,No,Average,49.0,Weak,39.0,Average,56.0,Weak,51,Average,47,Strong,58,96.90%,1.2,95.00%,NDA,NDA,70,ASHBURN,70,4.0,10.4,11.7,17.7,36.9,23482,37,4.0,70
436,610101,William B Ogden Elementary School,60610,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,NDA,NDA,95.10%,4.5,97.00%,NDA,NDA,8,NEAR NORTH SIDE,8,1.9,12.9,7.0,2.5,22.6,88669,1,8.0,8
437,609945,William C Goudy Elementary School,60640,ES,No,Strong,70.0,Strong,74.0,Strong,61.0,Weak,65,Average,52,NDA,NDA,96.10%,6.0,95.80%,NDA,NDA,3,UPTOWN,3,3.8,24.0,8.9,11.8,22.2,35787,20,4.0,3
438,610364,William E B Dubois Elementary School,60827,ES,No,Average,47.0,Weak,33.0,Average,42.0,Weak,NDA,NDA,NDA,Average,50,93.30%,48.5,94.40%,NDA,NDA,54,RIVERDALE,54,5.8,56.5,34.6,27.5,51.5,8201,98,1.0,54
439,609967,William F Finkl Elementary School,60608,ES,No,Average,56.0,Average,50.0,Average,52.0,Weak,41,Average,56,Average,49,95.20%,6.7,96.90%,NDA,NDA,31,LOWER WEST SIDE,31,9.6,25.8,15.8,40.7,32.6,16444,76,3.0,31
440,609994,William G Hibbard Elementary School,60625,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,49,96.50%,3.0,96.90%,NDA,NDA,14,ALBANY PARK,14,11.3,19.2,10.0,32.9,32.0,21323,53,1.0,14
441,609812,William H Brown Elementary School,60612,ES,No,Weak,36.0,Average,58.0,Strong,78.0,Weak,74,Strong,73,Weak,46,92.80%,59.0,94.70%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
442,610023,William H King Elementary School,60612,ES,No,Average,47.0,Average,44.0,Average,47.0,Weak,NDA,NDA,NDA,NDA,NDA,92.40%,17.7,95.10%,NDA,NDA,28,NEAR WEST SIDE,28,3.8,20.6,10.7,9.6,22.2,44689,15,4.0,28
443,610136,William H Prescott Elementary School,60614,ES,No,Very Strong,90.0,Average,51.0,Weak,24.0,Weak,NDA,NDA,NDA,Average,50,93.50%,73.9,97.60%,NDA,NDA,7,LINCOLN PARK,7,0.8,12.3,5.1,3.6,21.5,71551,2,3.0,7
444,610153,William H Ryder Math & Science Specialty Elementary School,60620,ES,No,Weak,34.0,Average,42.0,Average,50.0,Weak,NDA,NDA,NDA,NDA,NDA,93.00%,22.5,94.30%,NDA,NDA,71,AUBURN GRESHAM,71,4.0,27.6,28.3,18.5,41.9,15528,74,3.0,71
445,610167,William H Seward Communication Arts Academy Elementary School,60609,ES,No,Average,40.0,Weak,38.0,Average,41.0,Weak,66,Strong,63,Average,49,95.70%,14.4,95.70%,NDA,NDA,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
446,609698,William J Bogan High School,60652,HS,No,Weak,20.0,Very Weak,18.0,Weak,29.0,Weak,NDA,NDA,NDA,Weak,41,75.20%,5.8,94.30%,52.5,50,70,ASHBURN,70,4.0,10.4,11.7,17.7,36.9,23482,37,4.0,70
447,610061,William J & Charles H Mayo Elementary School,60653,ES,No,Average,52.0,Strong,62.0,Strong,65.0,Weak,52,Average,47,Average,50,95.30%,26.0,95.20%,NDA,NDA,35,DOUGLAS,35,1.8,29.6,18.2,14.3,30.7,23791,47,3.0,35
448,609678,William Jones College Preparatory High School,60605,HS,No,Very Strong,92.0,Strong,64.0,Strong,67.0,Weak,NDA,NDA,NDA,NDA,NDA,93.80%,4.5,95.30%,90.1,86.9,32,LOOP,32,1.5,14.7,5.7,3.1,13.5,65526,3,3.0,32
449,610193,William K New Sullivan Elementary School,60617,ES,No,Weak,27.0,Weak,35.0,Average,40.0,Weak,58,Weak,33,Average,47,90.30%,27.3,94.00%,NDA,NDA,46,SOUTH CHICAGO,46,4.7,29.8,19.7,26.6,41.1,16579,75,3.0,46
450,610123,William Penn Elementary School,60623,ES,No,Strong,78.0,Very Strong,99.0,Very Strong,99.0,Weak,NDA,NDA,NDA,Average,52,91.80%,5.7,95.20%,NDA,NDA,29,NORTH LAWNDALE,29,7.4,43.1,21.2,27.6,42.7,12034,87,6.0,29
451,609949,William P Gray Elementary School,60641,ES,No,Average,57.0,Average,44.0,Weak,35.0,Weak,NDA,NDA,NDA,Average,47,95.60%,5.9,95.90%,NDA,NDA,15,PORTAGE PARK,15,4.1,11.6,12.6,19.3,34.0,24336,35,1.0,15
452,610097,William P Nixon Elementary School,60639,ES,No,Average,52.0,Strong,70.0,Strong,62.0,Weak,NDA,NDA,NDA,Weak,46,95.60%,3.5,95.80%,NDA,NDA,20,HERMOSA,20,6.9,20.5,13.1,41.6,36.4,15089,71,1.0,20
453,609711,William Rainey Harper High School,60636,HS,No,Weak,22.0,Weak,39.0,Average,42.0,Weak,31,Weak,31,Average,49,73.00%,63.6,94.70%,37,40.3,67,WEST ENGLEWOOD,67,4.8,34.4,35.9,26.3,40.7,11317,89,3.0,67
454,610232,Williams Multiplex Elementary School,60616,ES,No,NDA,,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,50,91.60%,17.0,95.90%,NDA,NDA,35,DOUGLAS,35,1.8,29.6,18.2,14.3,30.7,23791,47,3.0,35
455,610336,Williams Preparatory Academy Middle School,60616,MS,No,Average,49.0,Average,42.0,Average,48.0,Weak,NDA,NDA,NDA,Average,53,93.30%,14.8,92.40%,NDA,NDA,35,DOUGLAS,35,1.8,29.6,18.2,14.3,30.7,23791,47,3.0,35
456,610172,William T Sherman Elementary School,60609,ES,No,Weak,32.0,Average,46.0,Average,55.0,Weak,NDA,NDA,NDA,Average,49,92.30%,230.6,95.00%,NDA,NDA,61,NEW CITY,61,11.9,29.0,23.0,41.5,38.9,12765,91,4.0,61
457,610088,Wolfgang A Mozart Elementary School,60647,ES,No,Average,41.0,Average,56.0,Weak,32.0,Weak,NDA,NDA,NDA,Average,50,95.20%,3.6,96.40%,NDA,NDA,22,LOGAN SQUARE,22,3.2,16.8,8.2,14.8,26.2,31908,23,2.0,22
458,609977,Woodlawn Community Elementary School,60637,ES,No,Strong,70.0,Very Strong,80.0,Strong,66.0,Weak,NDA,NDA,NDA,Strong,59,93.90%,12.4,94.30%,NDA,NDA,42,WOODLAWN,42,2.9,30.7,23.4,16.5,36.1,18672,58,4.0,42
459,610392,World Language Academy High School,60623,HS,No,Average,51.0,Average,49.0,Average,47.0,Weak,49,Average,49,Average,50,91.60%,4.0,96.00%,69.4,48.1,30,SOUTH LAWNDALE,30,15.2,30.7,15.8,54.8,33.8,10402,96,1.0,30
